Dates,GOOGL,AMZN,TSLA,GS,DAX,BNDX,FXEURUSD
19/12/2018,51.773,74.754,22.198,169.25,10766.21,55.28,1.1376
20/12/2018,51.179,73.042,21.0253,168.41,10611.1,55.31,1.1446
21/12/2018,49.563,68.873,21.318,160.05,10633.82,55.09,1.1372
24/12/2018,49.234,67.198,19.6927,156.35,10633.82,54.14,1.1406
25/12/2018,49.234,67.198,19.6927,156.35,10633.82,54.14,1.1392
26/12/2018,52.393,73.545,21.7393,162.93,10633.82,54.09,1.1353
27/12/2018,52.645,73.082,21.0753,165.41,10381.51,54.12,1.143
28/12/2018,52.334,73.901,22.258,163.03,10558.96,54.16,1.1444
31/12/2018,52.248,75.099,22.1867,167.05,10558.96,54.25,1.1467
01/01/2019,52.248,75.099,22.1867,167.05,10558.96,54.25,1.1465
02/01/2019,52.734,76.957,20.6747,172.03,10580.19,54.32,1.1344
03/01/2019,51.274,75.014,20.024,169.51,10416.66,54.32,1.1394
04/01/2019,53.903,78.77,21.1793,175.05,10767.69,54.27,1.1395
07/01/2019,53.796,81.476,22.3307,176.02,10747.81,54.14,1.1474
08/01/2019,54.268,82.829,22.3567,175.37,10803.98,54.1,1.1441
09/01/2019,54.083,82.971,22.5687,176.47,10893.32,54.13,1.1543
10/01/2019,53.942,82.811,22.998,176,10921.59,54.15,1.15
11/01/2019,53.224,82.028,23.1507,176.93,10887.46,54.21,1.1469
14/01/2019,52.576,80.861,22.2933,178.72,10855.91,54.21,1.1469
15/01/2019,54.326,83.728,22.962,179.91,10891.79,54.3,1.1413
16/01/2019,54.476,84.189,23.07,197.08,10931.24,54.37,1.1392
17/01/2019,54.956,84.661,23.154,199.09,10918.62,54.39,1.1389
18/01/2019,55.365,84.81,20.1507,202.54,11205.54,54.37,1.1363
21/01/2019,55.365,84.81,20.1507,202.54,11136.2,54.37,1.1365
22/01/2019,53.932,81.609,19.928,197.68,11090.11,54.47,1.136
23/01/2019,54.221,82.001,19.1727,196.9,11071.54,54.51,1.1381
24/01/2019,54.2,82.747,19.434,197.8,11130.18,54.65,1.1304
25/01/2019,55.076,83.529,19.8027,200.74,11281.79,54.63,1.1406
28/01/2019,53.993,81.895,19.7587,199.72,11210.31,54.58,1.1428
29/01/2019,53.503,79.694,19.8307,200.5,11218.83,54.7,1.1433
30/01/2019,54.9,83.522,20.5847,202.48,11181.66,54.73,1.148
31/01/2019,56.295,85.937,20.468,198.01,11173.1,54.79,1.1448
01/02/2019,55.931,81.312,20.814,196.54,11180.66,54.73,1.1456
04/02/2019,57.071,81.666,20.8593,197.72,11176.58,54.71,1.1438
05/02/2019,57.593,82.941,21.4233,198.01,11367.98,54.78,1.1406
06/02/2019,56.145,82.013,21.148,196.62,11324.72,54.78,1.1362
07/02/2019,55.296,80.718,20.5007,193.07,11022.02,54.83,1.1341
08/02/2019,55.119,79.411,20.3867,191.67,10906.78,54.89,1.1323
11/02/2019,55.106,79.55,20.856,191.33,11014.59,54.85,1.1276
12/02/2019,56.379,81.901,20.7873,194.49,11126.08,54.83,1.1326
13/02/2019,56.432,82,20.5447,194.69,11167.22,54.85,1.1261
14/02/2019,56.46,81.133,20.2513,192.53,11089.79,54.93,1.1295
15/02/2019,55.982,80.398,20.5253,198.5,11299.8,54.9,1.1296
18/02/2019,55.982,80.398,20.5253,198.5,11299.2,54.9,1.1311
19/02/2019,56.326,81.379,20.376,198.67,11309.21,54.95,1.1341
20/02/2019,56.03,81.105,20.1707,198.6,11401.97,54.97,1.1338
21/02/2019,55.211,80.972,19.4153,196.36,11423.28,54.96,1.1336
22/02/2019,55.828,81.578,19.6473,196,11457.7,55.03,1.1335
25/02/2019,55.866,81.65,19.918,198.65,11505.39,55,1.1358
26/02/2019,56.101,81.82,19.8573,198.9,11540.79,55.01,1.1389
27/02/2019,56.145,82.054,20.9827,198.1,11487.33,54.9,1.137
28/02/2019,56.328,81.992,21.3253,196.7,11515.64,54.85,1.1371
01/03/2019,57.426,83.587,19.6527,198.2,11601.68,54.76,1.1365
04/03/2019,57.671,84.809,19.024,195.98,11592.66,54.83,1.134
05/03/2019,58.46,84.622,18.436,196,11620.74,54.91,1.1308
06/03/2019,58.247,83.448,18.416,194.74,11587.63,55.05,1.1307
07/03/2019,57.543,81.298,18.4393,192.77,11517.8,55.22,1.1193
08/03/2019,57.499,81.04,18.9427,195.24,11457.84,55.27,1.1235
11/03/2019,58.963,83.531,19.3947,195.97,11543.48,55.21,1.1245
12/03/2019,59.863,83.655,18.8907,196.63,11524.17,55.24,1.1288
13/03/2019,59.953,84.541,19.264,197.25,11572.41,55.25,1.1327
14/03/2019,59.627,84.311,19.3307,197.47,11587.47,55.26,1.1304
15/03/2019,59.515,85.618,18.362,198.26,11685.69,55.3,1.1326
18/03/2019,59.427,87.108,17.966,202.47,11657.06,55.33,1.1337
19/03/2019,60.123,88.093,17.8313,201.12,11788.41,55.355,1.1352
20/03/2019,61.322,89.864,18.24,194.32,11603.89,55.4,1.1413
21/03/2019,61.807,90.963,18.268,194.58,11549.96,55.56,1.1374
22/03/2019,60.383,88.239,17.6353,188.96,11364.17,55.71,1.1302
25/03/2019,59.869,88.713,17.3613,188.51,11346.65,55.8,1.1312
26/03/2019,59.492,89.188,17.8513,190.69,11419.48,55.71,1.1266
27/03/2019,58.901,88.285,18.322,190.03,11419.04,55.81,1.1244
28/03/2019,58.614,88.671,18.5747,191.18,11428.16,55.85,1.1221
29/03/2019,58.845,89.038,18.6573,191.99,11526.04,55.77,1.1218
01/04/2019,59.949,90.71,19.2787,196.74,11681.99,55.6,1.1213
02/04/2019,60.277,90.699,19.0587,197.5,11754.79,55.63,1.1204
03/04/2019,60.54,91.035,19.454,200.86,11954.4,55.57,1.1233
04/04/2019,60.973,90.943,17.852,202.23,11988.01,55.58,1.1221
05/04/2019,60.573,91.864,18.3307,202.38,12009.75,55.61,1.1216
08/04/2019,60.414,92.493,18.2133,202.54,11963.4,55.62,1.1263
09/04/2019,60.135,91.792,18.154,200.62,11850.57,55.67,1.1263
10/04/2019,60.323,92.367,18.404,202.98,11905.91,55.73,1.1274
11/04/2019,60.479,92.203,17.8947,202.83,11935.2,55.74,1.1253
12/04/2019,61.137,92.153,17.8467,207.84,11999.93,55.61,1.1299
15/04/2019,61.326,92.244,17.7587,199.91,12020.28,55.52,1.1304
16/04/2019,61.596,93.152,18.224,201.84,12101.32,55.54,1.1281
17/04/2019,62.007,93.241,18.082,207.9,12153.07,55.44,1.1296
18/04/2019,62.074,93.085,18.2173,205.91,12222.39,55.59,1.123
19/04/2019,62.074,93.085,18.2173,205.91,12222.39,55.59,1.1245
22/04/2019,62.688,94.366,17.5167,204.6,12222.39,55.57,1.1257
23/04/2019,63.53,96.189,17.5933,204.14,12235.51,55.6,1.1227
24/04/2019,63.003,95.088,17.244,200.54,12313.16,55.73,1.1155
25/04/2019,63.367,95.113,16.5087,201.4,12282.6,55.7,1.1132
26/04/2019,63.871,97.532,15.676,203.08,12315.18,55.78,1.1151
29/04/2019,64.81,96.922,16.098,206.92,12328.02,55.76,1.1186
30/04/2019,59.948,96.326,15.9127,205.92,12344.08,55.81,1.1215
01/05/2019,58.666,95.576,15.6007,204.73,12344.08,55.76,1.1196
02/05/2019,58.326,95.041,16.2733,204.99,12345.42,55.71,1.1172
03/05/2019,59.478,98.123,17.002,207.52,12412.75,55.75,1.1198
06/05/2019,59.673,97.528,17.0227,206.43,12286.88,55.73,1.1199
07/05/2019,58.943,96.05,16.4707,202.63,12092.74,55.79,1.1191
08/05/2019,58.539,95.889,16.3227,200.95,12179.93,55.83,1.1192
09/05/2019,58.399,94.994,16.132,201.63,11973.92,55.83,1.1215
10/05/2019,58.382,94.499,15.968,202.05,12059.83,55.81,1.1233
13/05/2019,56.829,91.134,15.134,194.97,11876.65,55.87,1.1222
14/05/2019,56.243,92.006,15.4873,196.28,11991.62,55.91,1.1204
15/05/2019,58.54,93.558,15.4633,196.4,12099.57,55.98,1.1201
16/05/2019,59.225,95.379,15.222,199.14,12310.37,56.01,1.1174
17/05/2019,58.439,93.45,14.0687,197.43,12238.94,56.04,1.1158
20/05/2019,57.233,92.949,13.6907,197.24,12041.29,55.96,1.1166
21/05/2019,57.722,92.876,13.672,199.11,12143.47,55.96,1.1161
22/05/2019,57.793,92.984,12.8487,195.52,12168.74,56.05,1.115
23/05/2019,57.267,90.774,13.0327,191.97,11952.41,56.12,1.1181
24/05/2019,56.93,91.164,12.7087,193,12011.04,56.2,1.1203
27/05/2019,56.93,91.164,12.7087,193,12071.18,56.2,1.1194
28/05/2019,56.978,91.822,12.58,189.44,12027.05,56.24,1.116
29/05/2019,55.997,90.96,12.6573,188.05,11837.81,56.33,1.1131
30/05/2019,56.071,90.816,12.548,187.37,11902.08,56.35,1.1129
31/05/2019,55.325,88.754,12.344,182.49,11726.84,56.47,1.1169
03/06/2019,51.937,84.635,11.9313,183.19,11792.81,56.46,1.1241
04/06/2019,52.725,86.478,12.9067,189.88,11971.17,56.52,1.1252
05/06/2019,52.232,86.925,13.106,188.44,11980.81,56.61,1.1221
06/06/2019,52.388,87.718,13.73,189.81,11953.14,56.67,1.1276
07/06/2019,53.418,90.202,13.6333,189.81,12045.38,56.82,1.1334
10/06/2019,54.138,93.032,14.192,194.12,12045.38,56.71,1.1312
11/06/2019,54.052,93.185,14.4733,194.73,12155.81,56.73,1.1326
12/06/2019,53.955,92.766,13.9507,190.22,12115.68,56.77,1.1287
13/06/2019,54.551,93.515,14.2607,191.45,12169.05,56.84,1.1276
14/06/2019,54.315,93.484,14.328,191.66,12096.4,56.92,1.1208
17/06/2019,54.695,94.302,15.002,190.83,12085.82,56.9,1.1218
18/06/2019,55.262,95.069,14.9827,194.98,12331.75,57.15,1.1194
19/06/2019,55.226,95.44,15.0953,195.64,12308.53,57.2,1.1226
20/06/2019,55.66,95.91,14.6413,195.7,12355.39,57.25,1.1293
21/06/2019,56.268,95.565,14.7907,195.94,12339.92,57.18,1.1369
24/06/2019,55.835,95.695,14.9093,197.49,12274.57,57.24,1.1399
25/06/2019,54.379,93.914,14.6507,196.06,12228.44,57.3,1.1367
26/06/2019,54.016,94.892,14.618,197.01,12245.32,57.21,1.1369
27/06/2019,53.832,95.214,14.856,199.32,12271.03,57.25,1.1369
28/06/2019,54.14,94.682,14.8973,204.6,12398.8,57.3,1.1373
01/07/2019,55,96.11,15.1447,206.86,12521.38,57.3,1.1286
02/07/2019,55.63,96.715,14.97,205.98,12526.72,57.41,1.1285
03/07/2019,56.15,96.95,15.66,206.04,12616.24,57.63,1.1278
04/07/2019,56.15,96.95,15.66,206.04,12629.9,57.63,1.1285
05/07/2019,56.633,97.146,15.54,207.9,12568.53,57.56,1.1225
08/07/2019,55.84,97.616,15.356,205.75,12543.51,57.56,1.1214
09/07/2019,56.215,99.415,15.3373,207.77,12436.55,57.54,1.1208
10/07/2019,57.046,100.871,15.928,205.97,12373.41,57.43,1.1251
11/07/2019,57.204,100.054,15.9067,211.35,12332.12,57.32,1.1254
12/07/2019,57.267,100.55,16.3387,213.94,12323.32,57.22,1.127
15/07/2019,57.526,101.05,16.9,211.58,12387.34,57.4,1.1258
16/07/2019,57.673,100.495,16.8253,215.52,12430.97,57.43,1.1211
17/07/2019,57.337,99.602,16.9907,213.3,12341.03,57.55,1.1224
18/07/2019,57.362,98.895,16.9027,214.52,12227.85,57.7,1.1277
19/07/2019,56.578,98.226,17.212,213.52,12260.07,57.68,1.1221
22/07/2019,56.961,99.282,17.0453,214,12289.4,57.7,1.1209
23/07/2019,57.402,99.725,17.3447,219.43,12490.74,57.75,1.1152
24/07/2019,56.987,100.041,17.6587,222.03,12522.89,57.85,1.114
25/07/2019,56.797,98.691,15.2547,219.98,12362.1,57.85,1.1147
26/07/2019,62.261,97.153,15.2027,222.14,12419.9,57.83,1.1128
29/07/2019,62.092,95.623,15.718,220.32,12417.47,57.92,1.1145
30/07/2019,61.4,94.927,16.1507,221.4,12147.24,57.89,1.1155
31/07/2019,60.91,93.339,16.1073,220.13,12189.04,57.96,1.1076
01/08/2019,60.589,92.766,15.59,211.6,12253.15,58.05,1.1085
02/08/2019,59.816,91.162,15.6227,209.37,11872.44,58.17,1.1108
05/08/2019,57.738,88.257,15.2213,201.68,11658.51,58.27,1.1203
06/08/2019,58.554,89.392,15.3833,206.01,11567.96,58.36,1.1199
07/08/2019,58.796,89.67,15.5613,205.74,11650.15,58.6,1.1199
08/08/2019,60.31,91.645,15.8867,207,11845.41,58.41,1.118
09/08/2019,59.445,90.379,15.6673,206.9,11693.8,58.46,1.12
12/08/2019,58.725,89.246,15.2673,201.52,11679.68,58.52,1.1214
13/08/2019,59.837,91.217,15.6667,204.11,11750.13,58.67,1.1171
14/08/2019,58.213,88.148,14.6413,195.56,11492.66,58.8,1.1139
15/08/2019,58.466,88.806,14.376,196.18,11412.67,59.17,1.1107
16/08/2019,58.961,89.629,14.6627,199.42,11562.74,59.08,1.109
19/08/2019,60.022,90.806,15.122,202.2,11715.37,58.9,1.1078
20/08/2019,59.177,90.069,15.0573,199.98,11651.18,58.98,1.11
21/08/2019,59.579,91.177,14.722,200.68,11802.85,58.89,1.1085
22/08/2019,59.576,90.28,14.81,202.42,11747.04,58.79,1.108
23/08/2019,57.679,87.481,14.0933,196.2,11611.51,58.89,1.1144
26/08/2019,58.559,88.444,14.3333,199.65,11658.04,58.88,1.1102
27/08/2019,58.541,88.092,14.272,198.07,11730.02,59.06,1.109
28/08/2019,58.688,88.213,14.3727,200.42,11701.02,59.17,1.1078
29/08/2019,59.712,89.32,14.7807,203.44,11838.88,59.16,1.1057
30/08/2019,59.527,88.815,15.0407,203.91,11939.28,59.13,1.0982
02/09/2019,59.527,88.815,15.0407,203.91,11953.78,59.13,1.097
03/09/2019,58.478,89.492,15.0007,198.97,11910.86,59.22,1.0974
04/09/2019,59.114,90.031,14.712,201.73,12025.04,59.03,1.1035
05/09/2019,60.61,92.036,15.3053,207.05,12126.78,58.81,1.1035
06/09/2019,60.316,91.676,15.1633,207.21,12191.73,58.88,1.1029
09/09/2019,60.264,91.568,15.4527,211.98,12226.1,58.73,1.1048
10/09/2019,60.285,91.028,15.7027,215.63,12268.71,58.47,1.1043
11/09/2019,61,91.15,16.4733,216.8,12359.07,58.55,1.101
12/09/2019,61.749,92.178,16.3913,218.74,12410.25,58.5,1.1065
13/09/2019,62.002,91.967,16.3467,219.9,12468.53,58.16,1.1073
16/09/2019,61.582,90.392,16.1873,217.22,12380.31,58.32,1.1001
17/09/2019,61.494,91.128,16.3193,215.91,12372.61,58.36,1.1073
18/09/2019,61.633,90.873,16.2327,217.08,12389.62,58.55,1.103
19/09/2019,61.938,91.075,16.44,215.23,12457.7,58.53,1.1041
20/09/2019,61.492,89.708,16.0413,213.74,12468.01,58.66,1.1017
23/09/2019,61.735,89.265,16.082,213.46,12342.33,58.84,1.0993
24/09/2019,60.917,87.081,14.8807,207.75,12307.15,58.93,1.102
25/09/2019,62.297,88.417,15.2467,210.03,12234.18,58.84,1.0943
26/09/2019,62.115,86.992,16.1707,208.22,12288.54,58.85,1.0921
27/09/2019,61.298,86.273,16.142,208.97,12380.94,58.88,1.094
30/09/2019,61.057,86.796,16.058,207.23,12428.08,58.83,1.0899
01/10/2019,60.3,86.783,16.3127,202.69,12263.83,58.68,1.0933
02/10/2019,58.896,85.662,16.2087,198.25,11925.25,58.68,1.0959
03/10/2019,59.472,86.221,15.5353,197.24,11925.25,58.9,1.0965
04/10/2019,60.548,86.983,15.4287,200.8,12012.81,58.91,1.0979
07/10/2019,60.413,86.633,15.848,200.4,12097.43,58.76,1.0971
08/10/2019,59.507,85.276,16.0033,197.37,11970.2,58.82,1.0957
09/10/2019,60.12,86.1,16.302,196.85,12094.26,58.81,1.0971
10/10/2019,60.474,86.013,16.316,199.87,12164.2,58.54,1.1005
11/10/2019,60.786,86.596,16.526,204.68,12511.65,58.32,1.1042
14/10/2019,60.889,86.822,17.1307,205.82,12486.56,58.46,1.1027
15/10/2019,62.112,88.369,17.1927,206.46,12629.79,58.35,1.1033
16/10/2019,62.15,88.872,17.3167,207.42,12670.11,58.24,1.1072
17/10/2019,62.64,89.374,17.4647,206.46,12654.95,58.38,1.1125
18/10/2019,62.221,87.876,17.13,206.52,12633.6,58.27,1.1167
21/10/2019,62.214,89.283,16.9,209.25,12747.96,58.15,1.115
22/10/2019,62.06,88.287,17.0387,209.6,12754.69,58.29,1.1125
23/10/2019,62.882,88.109,16.9787,211.32,12798.19,58.33,1.113
24/10/2019,62.955,89.039,19.9787,211.05,12872.1,58.4,1.1104
25/10/2019,63.215,88.066,21.8753,214.23,12894.51,58.27,1.108
28/10/2019,64.449,88.854,21.8473,217.75,12941.71,58.12,1.11
29/10/2019,63.033,88.136,21.0813,217.64,12939.62,58.16,1.1112
30/10/2019,63.035,89,21.0007,215.81,12910.23,58.28,1.1151
31/10/2019,62.94,88.833,20.9947,213.38,12866.79,58.49,1.1152
01/11/2019,63.613,89.572,20.8873,217.39,12961.05,58.32,1.1166
04/11/2019,64.48,90.233,21.1647,219.87,13136.28,58.17,1.1128
05/11/2019,64.572,90.086,21.148,218.64,13148.5,58.07,1.1075
06/11/2019,64.551,89.789,21.772,218.42,13179.89,58.12,1.1066
07/11/2019,65.347,89.41,22.3693,223.29,13289.46,57.81,1.105
08/11/2019,65.45,89.294,22.476,222.91,13228.56,57.82,1.1018
11/11/2019,64.914,88.583,23.006,219.03,13198.37,57.82,1.1033
12/11/2019,64.861,88.9,23.3287,220.41,13283.51,57.82,1.1009
13/11/2019,64.809,87.655,23.074,219.32,13230.07,57.95,1.1007
14/11/2019,65.458,87.73,23.29,219.43,13180.23,58.07,1.1022
15/11/2019,66.677,86.975,23.478,220.25,13241.75,58.05,1.1051
18/11/2019,65.992,87.627,23.3327,219.73,13207.01,58.03,1.1072
19/11/2019,65.63,87.64,23.968,220.04,13221.12,58.08,1.1078
20/11/2019,65.093,87.277,23.4813,217.91,13158.14,58.18,1.1073
21/11/2019,65.007,86.736,23.6553,218.23,13137.7,58.09,1.1059
22/11/2019,64.684,87.286,22.2027,220.28,13163.88,58.17,1.1021
25/11/2019,65.282,88.692,22.4227,222.75,13246.45,58.18,1.1014
26/11/2019,65.65,89.847,21.928,222.45,13236.42,58.26,1.1021
27/11/2019,65.607,90.926,22.086,222.95,13287.07,58.26,1.0999
28/11/2019,65.607,90.926,22.086,222.95,13245.58,58.26,1.1009
29/11/2019,65.204,90.04,21.996,221.35,13236.38,58.16,1.1018
02/12/2019,64.443,89.08,22.3247,217.64,12964.68,57.96,1.1079
03/12/2019,64.737,88.498,22.4133,212.24,12989.29,58.14,1.1082
04/12/2019,65.947,88.035,22.202,215.94,13140.57,58.06,1.1078
05/12/2019,66.348,87.024,22.0247,217.14,13054.8,57.9,1.1104
06/12/2019,66.97,87.58,22.3927,224.61,13166.58,57.93,1.106
09/12/2019,67.15,87.476,22.6353,221.81,13105.61,57.99,1.1064
10/12/2019,67.145,86.961,23.256,221.88,13070.72,58,1.1092
11/12/2019,67.213,87.436,23.5133,221.19,13146.74,58.1,1.113
12/12/2019,67.425,88.017,23.9787,226.05,13221.64,57.96,1.113
13/12/2019,67.343,88.047,23.8927,225,13282.72,58.1,1.1121
16/12/2019,68.035,88.461,25.4333,228.04,13407.66,58.07,1.1144
17/12/2019,67.745,89.533,25.266,231.15,13287.83,58.09,1.115
18/12/2019,67.596,89.202,26.21,230.45,13222.16,58.04,1.1114
19/12/2019,67.822,89.614,26.936,229.94,13211.96,57.92,1.1122
20/12/2019,67.561,89.325,27.0393,228.93,13318.9,57.97,1.1079
23/12/2019,67.532,89.65,27.948,229.09,13300.98,56.64,1.1089
24/12/2019,67.222,89.461,28.35,229.91,13300.98,56.67,1.1089
25/12/2019,67.222,89.461,28.35,229.91,13300.98,56.67,1.1093
26/12/2019,68.124,93.439,28.7293,231.21,13300.98,56.71,1.1098
27/12/2019,67.732,93.49,28.692,230.66,13337.11,56.71,1.1177
30/12/2019,66.986,92.345,27.6467,229.8,13249.01,56.6,1.1199
31/12/2019,66.97,92.392,27.8887,229.93,13249.01,56.58,1.1213
01/01/2020,66.97,92.392,27.8887,229.93,13249.01,56.58,1.1212
02/01/2020,68.434,94.901,28.684,234.32,13385.93,56.73,1.1172
03/01/2020,68.076,93.749,29.534,231.58,13219.14,56.89,1.1161
06/01/2020,69.891,95.144,30.1027,233.95,13126.99,56.85,1.1197
07/01/2020,69.756,95.343,31.2707,235.49,13226.83,56.81,1.1153
08/01/2020,70.252,94.599,32.8093,237.76,13320.18,56.7,1.1105
09/01/2020,70.989,95.053,32.0893,242.6,13495.06,56.71,1.1106
10/01/2020,71.448,94.158,31.8767,242.11,13483.31,56.81,1.1121
13/01/2020,72.002,94.565,34.9907,245.21,13451.52,56.69,1.1134
14/01/2020,71.53,93.472,35.8613,245.66,13456.49,56.72,1.1128
15/01/2020,71.96,93.101,34.5667,245.21,13432.3,56.84,1.115
16/01/2020,72.508,93.897,34.2327,249.72,13429.43,56.84,1.1137
17/01/2020,73.976,93.236,34.0333,249.46,13526.13,56.81,1.1092
20/01/2020,73.976,93.236,34.0333,249.46,13548.94,56.81,1.1095
21/01/2020,74.113,94.6,36.48,245.7,13555.87,56.94,1.1082
22/01/2020,74.209,94.373,37.9707,247.05,13515.75,57,1.1093
23/01/2020,74.235,94.229,38.1467,245.58,13388.42,57.17,1.1055
24/01/2020,73.309,93.082,37.6547,241.92,13576.68,57.26,1.1025
27/01/2020,71.587,91.417,37.2013,238.14,13204.77,57.5,1.1019
28/01/2020,72.525,92.663,37.7933,242.58,13323.69,57.4,1.1022
29/01/2020,72.835,92.9,38.7327,240.12,13345,57.55,1.101
30/01/2020,72.713,93.534,42.7207,244.13,13157.12,57.57,1.1032
31/01/2020,71.639,100.436,43.3713,237.75,12981.97,57.65,1.1093
03/02/2020,74.13,100.21,52,239.01,13045.19,57.64,1.106
04/02/2020,72.271,102.484,59.1373,241.94,13281.74,57.46,1.1044
05/02/2020,72.303,101.994,48.98,244.3,13478.33,57.37,1.0999
06/02/2020,73.799,102.512,49.9307,241.82,13574.82,57.37,1.0983
07/02/2020,73.956,103.964,49.8713,238,13513.81,57.51,1.0946
10/02/2020,75.433,106.696,51.4187,237.36,13494.03,57.59,1.0911
11/02/2020,75.503,107.54,51.6253,236.46,13627.84,57.53,1.0916
12/02/2020,75.932,108,51.1527,238.65,13749.78,57.51,1.0874
13/02/2020,75.67,107.494,53.6,238.35,13745.43,57.55,1.0841
14/02/2020,75.937,106.744,53.3353,237.08,13744.21,57.54,1.0831
17/02/2020,75.937,106.744,53.3353,237.08,13783.89,57.54,1.0836
18/02/2020,75.972,107.784,57.2267,233.21,13681.19,57.62,1.0792
19/02/2020,76.244,108.511,61.1613,237.33,13789,57.66,1.0805
20/02/2020,75.85,107.655,59.9607,232.73,13664,57.76,1.0785
21/02/2020,74.173,104.798,60.0667,230.62,13579.33,57.855,1.0847
24/02/2020,70.993,100.465,55.586,224.54,13035.24,57.95,1.0854
25/02/2020,69.316,98.637,53.3273,217.61,12790.49,58,1.0882
26/02/2020,69.524,98.98,51.92,215.78,12774.88,57.91,1.0881
27/02/2020,65.748,94.215,45.2667,205.69,12367.46,57.85,1.1001
28/02/2020,66.963,94.188,44.5327,200.77,11890.35,57.99,1.1026
02/03/2020,69.316,97.698,49.5747,209.47,11857.87,57.9,1.1134
03/03/2020,66.886,95.45,49.7007,203.43,11985.39,58.05,1.1173
04/03/2020,69.08,98.792,49.9667,208.74,12127.69,58.17,1.1136
05/03/2020,65.738,96.202,48.3027,198.79,11944.72,58.17,1.1237
06/03/2020,64.787,95.054,46.8987,192.85,11541.87,58.4,1.1284
09/03/2020,60.79,90.03,40.5333,172.81,10625.02,58.3,1.145
10/03/2020,63.759,94.591,43.022,184.35,10475.49,57.82,1.1281
11/03/2020,60.545,91.043,42.282,171.89,10438.68,58.05,1.127
12/03/2020,55.578,83.831,37.37,150.68,9161.13,56.72,1.1185
13/03/2020,60.713,89.25,36.4413,177.17,9232.08,56.7,1.1107
16/03/2020,53.65,84.458,29.6713,154.66,8742.25,56.22,1.1183
17/03/2020,55.903,90.392,28.68,158.67,8939.1,56.25,1.0997
18/03/2020,54.56,91.5,24.0813,140.02,8441.71,54.96,1.0915
19/03/2020,55.584,94.047,28.5093,149.49,8610.43,55,1.0692
20/03/2020,53.411,92.304,28.502,138.41,8928.95,55.31,1.0688
23/03/2020,52.707,95.142,28.9527,134.97,8741.15,55.44,1.0726
24/03/2020,56.501,97.005,33.6667,153.6,9700.57,55.43,1.0788
25/03/2020,55.081,94.292,35.95,155.13,9874.26,55.91,1.0882
26/03/2020,58.146,97.775,35.2107,165.79,10000.96,56.29,1.1032
27/03/2020,55.513,95.005,34.2907,158.34,9632.52,56.44,1.1141
30/03/2020,57.316,98.198,33.4753,159.62,9815.97,56.59,1.1048
31/03/2020,58.098,97.486,34.9333,154.59,9935.84,56.26,1.1031
01/04/2020,55.105,95.385,32.104,145.29,9544.75,56.12,1.0964
02/04/2020,55.852,95.941,30.298,149.93,9570.82,56.26,1.0858
03/04/2020,54.635,95.33,32.0007,146.93,9525.77,56.15,1.0801
06/04/2020,59.16,99.88,34.416,158.23,10075.17,56.42,1.0793
07/04/2020,59.128,100.58,36.3633,166.02,10356.7,56.42,1.0892
08/04/2020,60.35,102.15,36.5893,176.96,10332.89,56.35,1.0858
09/04/2020,60.329,102.138,38.2,184.26,10564.74,56.57,1.093
10/04/2020,60.329,102.138,38.2,184.26,10564.74,56.57,1.0937
13/04/2020,60.521,108.444,43.3967,179.18,10564.74,56.49,1.0914
14/04/2020,63.262,114.166,47.326,178.23,10696.56,56.51,1.098
15/04/2020,62.865,115.384,48.6553,178.52,10279.76,56.77,1.091
16/04/2020,62.872,120.41,49.6807,177.04,10301.54,56.86,1.084
17/04/2020,63.95,118.75,50.2593,183.49,10625.78,56.87,1.0875
20/04/2020,63.058,119.681,49.7573,180.4,10675.9,56.76,1.0862
21/04/2020,60.608,116.406,45.7813,173.81,10249.85,56.79,1.0858
22/04/2020,62.921,118.175,48.8073,175.98,10415.03,56.63,1.0823
23/04/2020,63.559,119.973,47.042,175.05,10513.79,56.81,1.0777
24/04/2020,63.83,120.511,48.3433,177,10336.09,57.05,1.0823
27/04/2020,63.543,118.8,53.25,183.54,10659.99,56.97,1.0829
28/04/2020,61.629,115.704,51.2747,187.01,10795.63,57.15,1.082
29/04/2020,67.109,118.636,53.3673,190.03,11107.74,57.19,1.0873
30/04/2020,67.335,123.7,52.1253,183.42,10861.64,57.28,1.0955
01/05/2020,65.866,114.302,46.7547,177.1,10861.64,57.18,1.0981
04/05/2020,66.145,115.8,50.746,176.03,10466.8,57.22,1.0907
05/05/2020,67.451,115.89,51.214,178.3,10729.46,57.24,1.084
06/05/2020,67.272,117.563,52.172,176.92,10606.2,57.05,1.0795
07/05/2020,68.464,118.381,52.0027,182.32,10759.27,57.16,1.0834
08/05/2020,69.217,118.981,54.628,185.39,10904.48,57.14,1.0839
11/05/2020,70.179,120.45,54.086,183.16,10824.99,57,1.0807
12/05/2020,68.759,117.848,53.9607,177.21,10819.5,57.14,1.0848
13/05/2020,67.417,118.396,52.7307,171.8,10542.66,57.2,1.0818
14/05/2020,67.843,119.443,53.5553,174.45,10337.02,57.22,1.0805
15/05/2020,68.653,120.489,53.278,171.87,10465.17,57.15,1.082
18/05/2020,69.259,121.313,54.242,181.88,11058.87,57.11,1.0913
19/05/2020,68.72,122.467,53.8673,177.83,11075.29,57.18,1.0923
20/05/2020,70.458,124.897,54.3707,181.44,11223.71,57.28,1.098
21/05/2020,70.338,122.337,55.1733,180.1,11065.93,57.36,1.095
22/05/2020,70.662,121.844,54.4587,179.93,11073.87,57.36,1.0901
