Dates,GOOGL,AMZN,TSLA,GS,DAX,BNDX,FXEURUSD
25/05/2020,70.662,121.844,54.4587,179.93,11391.28,57.36,1.0898
26/05/2020,71.069,121.093,54.5913,196.06,11504.65,57.23,1.0982
27/05/2020,71.014,120.52,54.682,209.66,11657.69,57.33,1.1006
28/05/2020,70.912,120.055,53.7207,201.22,11781.13,57.38,1.1077
29/05/2020,71.676,122.119,55.6667,196.49,11586.85,57.47,1.1101
01/06/2020,71.744,123.552,59.8733,199.93,11586.85,57.27,1.1136
02/06/2020,72.116,123.621,58.7707,204.14,12021.28,57.33,1.117
03/06/2020,71.963,123.92,58.864,210.57,12487.36,57.15,1.1233
04/06/2020,70.715,123.03,57.6253,214.82,12430.56,57.07,1.1338
05/06/2020,72.001,124.15,59.044,217.92,12847.68,57.13,1.1292
08/06/2020,72.402,126.203,63.328,220.81,12819.59,57.25,1.1294
09/06/2020,72.604,130.043,62.7113,218.1,12617.99,57.26,1.134
10/06/2020,73.235,132.373,68.3367,213.52,12530.16,57.37,1.1374
11/06/2020,70.095,127.898,64.856,194.13,11970.29,57.54,1.1299
12/06/2020,70.646,127.251,62.352,201.78,11949.28,57.5,1.1256
15/06/2020,71.037,128.634,66.06,206.31,11911.35,57.51,1.1323
16/06/2020,72.324,130.764,65.4753,209.59,12315.66,57.54,1.1264
17/06/2020,72.627,132.049,66.1193,206.19,12382.14,57.61,1.1244
18/06/2020,71.706,132.699,66.9307,203.84,12281.53,57.64,1.1205
19/06/2020,71.232,133.751,66.7267,201.63,12330.76,57.64,1.1178
22/06/2020,72.533,135.691,66.288,203.42,12262.97,57.66,1.1261
23/06/2020,73.199,138.221,66.7853,204.78,12523.76,57.61,1.1308
24/06/2020,71.635,136.72,64.0567,198.02,12093.94,57.71,1.1251
25/06/2020,72.055,137.729,65.732,207.1,12177.87,57.76,1.1218
26/06/2020,68.127,134.644,63.9827,189.19,12089.39,57.72,1.1219
29/06/2020,69.859,134.019,67.29,193.47,12232.12,57.75,1.1242
30/06/2020,70.903,137.941,71.9873,197.62,12310.93,57.73,1.1234
01/07/2020,72.1,143.935,74.642,197.57,12260.57,57.55,1.1251
02/07/2020,73.497,144.515,80.5773,197.4,12608.46,57.64,1.1239
03/07/2020,73.497,144.515,80.5773,197.4,12528.18,57.64,1.1248
06/07/2020,74.983,152.852,91.4387,207.36,12733.45,57.65,1.1309
07/07/2020,74.496,150.006,92.6573,199.36,12616.8,57.76,1.1274
08/07/2020,75.18,154.056,91.0587,202.25,12494.81,57.72,1.133
09/07/2020,75.933,159.132,92.952,196.83,12489.46,57.86,1.1285
10/07/2020,76.951,160,102.9767,205.56,12633.71,57.8,1.13
13/07/2020,75.612,155.2,99.804,208.88,12799.97,57.66,1.1344
14/07/2020,76.043,154.2,101.12,214.01,12697.36,57.83,1.14
15/07/2020,75.844,150.444,103.0673,216.9,12930.98,57.785,1.1412
16/07/2020,75.746,149.995,100.0427,214.67,12874.97,57.86,1.1384
17/07/2020,75.843,148.099,100.056,211.41,12919.61,57.83,1.1428
20/07/2020,78.192,159.842,109.5333,211.71,13046.92,57.885,1.1448
21/07/2020,77.796,156.915,104.5573,212.02,13171.83,57.94,1.1527
22/07/2020,78.242,154.996,106.1553,206,13104.25,58.08,1.157
23/07/2020,75.838,149.328,100.8713,203.02,13103.39,58.07,1.1596
24/07/2020,75.411,150.445,94.4667,201.47,12838.06,58.04,1.1656
27/07/2020,76.472,152.761,102.64,203.02,12838.66,58.115,1.1752
28/07/2020,75.183,150.017,98.4327,201.62,12835.28,58.15,1.1716
29/07/2020,76.176,151.677,99.9407,202.58,12822.26,58.15,1.1792
30/07/2020,76.919,152.594,99.166,199.53,12379.65,58.27,1.1847
31/07/2020,74.398,158.234,95.384,197.96,12313.36,58.23,1.1778
03/08/2020,74.138,155.594,99,199.39,12646.98,58.17,1.1762
04/08/2020,73.665,156.942,99.1333,201.64,12600.87,58.32,1.1803
05/08/2020,73.955,160.252,99.0013,204.52,12660.25,58.19,1.1863
06/08/2020,75.248,161.25,99.3053,204.25,12591.68,58.26,1.1877
07/08/2020,74.919,158.373,96.8473,208.27,12674.88,58.15,1.1787
10/08/2020,74.841,157.408,94.5713,209.38,12687.53,58.19,1.1738
11/08/2020,74.027,154.034,91.626,211.06,12946.89,58.03,1.174
12/08/2020,75.362,158.112,103.6507,212.13,13058.63,58.02,1.1784
13/08/2020,75.833,158.051,108.0667,208.39,12993.71,57.87,1.1814
14/08/2020,75.232,157.401,110.0473,207.97,12901.34,57.79,1.1842
17/08/2020,75.812,159.121,122.376,203.07,12920.66,57.95,1.187
18/08/2020,77.789,165.624,125.806,201.31,12881.76,58.015,1.1931
19/08/2020,77.23,163.024,125.2353,203.02,12977.33,57.97,1.1838
20/08/2020,78.813,164.868,133.4553,201.85,12830,58.04,1.186
21/08/2020,78.779,164.236,136.6653,202.43,12764.8,58.05,1.1797
24/08/2020,79.258,165.373,134.28,207.34,13066.54,58.065,1.1788
25/08/2020,80.292,167.325,134.8893,206,13061.62,57.87,1.1835
26/08/2020,82.207,172.093,143.5447,207.22,13190.15,57.89,1.183
27/08/2020,81.426,170,149.25,210.15,13096.36,57.83,1.1822
28/08/2020,81.972,170.09,147.56,207.71,13033.2,57.78,1.1903
31/08/2020,81.477,172.548,166.1067,204.87,12945.38,57.74,1.1936
01/09/2020,82.754,174.956,158.35,205.46,12974.25,57.85,1.1912
02/09/2020,85.87,176.573,149.1233,210.04,13243.43,58.02,1.1855
03/09/2020,81.476,168.4,135.6667,207.56,13057.77,58,1.1852
04/09/2020,79.061,164.731,139.44,210.94,12842.66,57.9,1.1838
07/09/2020,79.061,164.731,139.44,210.94,13100.28,57.9,1.1817
08/09/2020,76.18,157.492,110.07,202.48,12968.33,57.98,1.1778
09/09/2020,77.362,163.431,122.0933,202.22,13237.21,57.96,1.1803
10/09/2020,76.303,158.756,123.78,200.01,13208.89,57.97,1.1815
11/09/2020,75.788,155.811,124.24,200.92,13202.84,58.07,1.1846
14/09/2020,75.441,155.148,139.8733,201.34,13193.66,58.085,1.1866
15/09/2020,76.756,157.807,149.92,198,13217.67,58.08,1.1847
16/09/2020,75.605,153.905,147.2533,200.68,13255.37,58.09,1.1816
17/09/2020,74.352,150.437,141.1433,194.83,13208.12,58.135,1.1848
18/09/2020,72.554,147.746,147.3833,194.86,13116.25,58.115,1.184
21/09/2020,71.507,148.023,149.7967,194,12542.44,58.18,1.1771
22/09/2020,72.991,156.45,141.41,191.62,12594.39,58.155,1.1708
23/09/2020,70.47,149.993,126.7867,186.12,12642.97,58.11,1.166
24/09/2020,71.143,150.99,129.2633,195.11,12606.57,58.11,1.1672
25/09/2020,71.953,154.757,135.78,194.95,12469.2,58.2,1.1631
28/09/2020,72.933,158.703,140.4,199.07,12870.87,58.215,1.1666
29/09/2020,73.301,157.244,139.69,196.79,12825.82,58.255,1.1744
30/09/2020,73.28,157.437,143.0033,200.97,12760.73,58.185,1.1721
01/10/2020,74.395,161.063,149.3867,198.55,12730.77,58.17,1.1748
02/10/2020,72.78,156.25,138.3633,199.9,12689.04,58.205,1.1716
05/10/2020,74.142,159.96,141.8933,201.8,12828.31,58.08,1.1783
06/10/2020,72.551,154.998,137.9933,201.09,12906.02,58.115,1.1734
07/10/2020,72.957,159.785,141.7667,203.6,12928.57,58.075,1.1763
08/10/2020,74.172,159.528,141.9733,207.98,13042.21,58.18,1.1759
09/10/2020,75.523,164.333,144.6667,207.54,13051.23,58.24,1.1826
12/10/2020,78.23,172.147,147.4333,214.12,13138.41,58.25,1.1813
13/10/2020,78.354,172.182,148.8833,210.81,13018.99,58.32,1.1746
14/10/2020,78.172,168.186,153.7667,211.23,13028.06,58.38,1.1746
15/10/2020,77.774,166.933,149.6267,208.6,12703.75,58.43,1.1708
16/10/2020,78.385,163.636,146.5567,206.21,12908.99,58.475,1.1718
19/10/2020,76.498,160.361,143.61,205.69,12854.66,58.46,1.1769
20/10/2020,77.554,160.851,140.6467,208.03,12736.95,58.4,1.1822
21/10/2020,79.3,159.247,140.88,202.91,12557.64,58.29,1.1861
22/10/2020,80.333,158.82,141.93,205.4,12543.06,58.21,1.1818
23/10/2020,81.649,160.22,140.21,205.04,12645.75,58.27,1.186
26/10/2020,79.215,160.352,140.0933,201.14,12177.18,58.32,1.181
27/10/2020,79.944,164.317,141.56,195.68,12063.57,58.43,1.1796
28/10/2020,75.54,158.139,135.34,189.77,11560.51,58.42,1.1746
29/10/2020,77.844,160.551,136.9433,189.94,11598.07,58.42,1.1674
30/10/2020,80.806,151.808,129.3467,189.04,11556.48,58.34,1.1647
02/11/2020,81.216,150.224,133.5033,190.2,11788.28,58.35,1.1641
03/11/2020,82.283,152.421,141.3,197.93,12088.98,58.31,1.1715
04/11/2020,87.292,162.058,140.3267,197.87,12324.22,58.45,1.1726
05/11/2020,88.125,166.1,146.03,202.96,12568.09,58.46,1.1826
06/11/2020,87.987,165.569,143.3167,201.26,12480.02,58.42,1.1874
09/11/2020,88.071,157.187,140.42,214.93,13095.97,58.04,1.1813
10/11/2020,86.886,151.751,136.7867,217.47,13163.11,57.99,1.1815
11/11/2020,87.362,156.87,139.0433,218.05,13216.18,58.12,1.1777
12/11/2020,87.141,155.514,137.2533,214.51,13052.95,58.24,1.1806
13/11/2020,88.613,156.441,136.1667,219.08,13076.72,58.29,1.1834
16/11/2020,88.702,156.553,136.03,222.38,13138.61,58.28,1.1852
17/11/2020,88.083,156.783,147.2033,224.65,13133.47,58.39,1.1862
18/11/2020,87.032,155.273,162.2133,224.3,13201.89,58.38,1.1853
19/11/2020,87.929,155.851,166.4233,224.57,13086.16,58.43,1.1875
20/11/2020,86.819,154.97,163.2033,223.35,13137.25,58.52,1.1857
23/11/2020,86.378,154.92,173.95,228.83,13126.97,58.48,1.1841
24/11/2020,88.195,155.903,185.1267,237.5,13292.44,58.44,1.1892
25/11/2020,88.207,159.254,191.3333,236.54,13289.8,58.45,1.1917
26/11/2020,88.207,159.254,191.3333,236.54,13286.57,58.45,1.1913
27/11/2020,89.351,159.767,195.2533,235.4,13335.68,58.545,1.1963
30/11/2020,87.72,158.402,189.2,230.58,13291.16,58.52,1.1927
01/12/2020,89.768,161.004,194.92,232.08,13382.3,58.28,1.2071
02/12/2020,91.249,160.177,189.6067,237.65,13313.24,58.29,1.2115
03/12/2020,91.092,159.337,197.7933,235.47,13252.86,58.43,1.2144
04/12/2020,91.188,158.129,199.68,239.58,13298.96,58.39,1.2121
07/12/2020,90.852,157.9,213.92,238.45,13271,58.49,1.2109
08/12/2020,90.566,158.865,216.6267,238.84,13278.49,58.565,1.2104
09/12/2020,88.893,155.21,201.4933,242.82,13340.26,58.54,1.2081
10/12/2020,88.383,155.075,209.0233,244.4,13295.73,58.66,1.2138
11/12/2020,88.74,155.821,203.33,239.99,13114.3,58.75,1.2112
14/12/2020,87.613,157.849,213.2767,237.79,13223.16,58.65,1.2144
15/12/2020,88.054,158.256,211.0833,242.43,13362.87,58.66,1.2151
16/12/2020,87.86,162.048,207.59,243.77,13565.98,58.55,1.22
17/12/2020,87.026,161.804,218.6333,244.43,13667.25,58.59,1.2268
18/12/2020,86.311,160.083,231.6667,242.13,13630.51,58.55,1.2257
21/12/2020,86.728,160.309,216.62,256.98,13246.3,58.595,1.2244
22/12/2020,86.011,160.326,213.4467,250.09,13418.11,58.65,1.2163
23/12/2020,86.412,159.264,215.3267,256.45,13587.23,58.37,1.2187
24/12/2020,86.708,158.635,220.59,256.16,13587.23,58.46,1.2187
25/12/2020,86.708,158.635,220.59,256.16,13587.23,58.46,1.2193
28/12/2020,88.698,164.198,221.23,259.59,13790.29,58.5,1.2216
29/12/2020,87.888,166.1,221.9967,258.01,13761.38,58.52,1.2249
30/12/2020,86.813,164.293,231.5933,259.45,13718.78,58.53,1.2298
31/12/2020,87.632,162.847,235.2233,263.71,13718.78,58.55,1.2216
01/01/2021,87.632,162.847,235.2233,263.71,13718.78,58.55,1.2215
04/01/2021,86.307,159.332,243.2567,265,13726.74,58.56,1.2248
05/01/2021,87.003,160.926,245.0367,270.93,13651.22,58.5,1.2298
06/01/2021,86.144,156.919,251.9933,285.55,13891.97,58.42,1.2327
07/01/2021,88.717,158.108,272.0133,291.65,13968.24,58.43,1.2272
08/01/2021,89.892,159.135,293.34,290.08,14049.53,58.39,1.2218
11/01/2021,87.815,155.711,270.3967,293.83,13936.66,58.27,1.2151
12/01/2021,86.872,156.041,283.1467,302.21,13925.06,58.21,1.2207
13/01/2021,87.363,158.295,284.8033,302.94,13939.71,58.44,1.2157
14/01/2021,86.546,156.373,281.6667,307.87,13988.7,58.35,1.2155
15/01/2021,86.381,155.213,275.3867,301.01,13787.73,58.335,1.2082
18/01/2021,86.381,155.213,275.3867,301.01,13848.35,58.335,1.2077
19/01/2021,89.224,156.038,281.5167,294.2,13815.06,58.34,1.2129
20/01/2021,94.004,163.169,283.4833,290.47,13921.37,58.35,1.2106
21/01/2021,94.208,165.349,281.6633,289.37,13906.67,58.19,1.2164
22/01/2021,94.628,164.612,282.2133,289.39,13873.97,58.22,1.2171
25/01/2021,94.714,164.7,293.6,283.04,13643.95,58.36,1.2139
26/01/2021,95.398,166.307,294.3633,281.76,13870.99,58.32,1.216
27/01/2021,90.947,161.629,288.0533,273.33,13620.46,58.31,1.2111
28/01/2021,92.66,161.881,278.4767,275.02,13665.93,58.28,1.2122
29/01/2021,91.368,160.31,264.51,271.17,13432.87,58.18,1.2136
01/02/2021,94.654,167.144,279.9367,274.73,13622.02,58.185,1.206
02/02/2021,95.956,169,290.93,286.97,13835.16,58.14,1.2044
03/02/2021,102.944,165.627,284.8967,288.55,13933.63,58.065,1.2036
04/02/2021,102.682,166.55,283.33,293.75,14060.29,58.05,1.1964
05/02/2021,104.441,167.608,284.0767,293.5,14056.72,58.015,1.2046
08/02/2021,104.226,166.147,287.8067,300.15,14059.91,57.99,1.205
09/02/2021,103.77,165.25,283.1533,300.46,14011.8,58.015,1.2119
10/02/2021,104.324,164.329,268.2733,304.28,13932.97,57.97,1.2118
11/02/2021,104.438,163.107,270.5533,302.32,14040.91,58.02,1.213
12/02/2021,104.752,163.886,272.04,306.32,14049.89,57.85,1.212
15/02/2021,104.752,163.886,272.04,306.32,14109.48,57.85,1.2129
16/02/2021,105.535,163.448,265.4067,311.96,14064.6,57.54,1.2106
17/02/2021,105.931,165.432,266.05,312.74,13909.27,57.6,1.2038
18/02/2021,105.291,166.412,262.46,309.9,13886.93,57.53,1.2092
19/02/2021,104.441,162.495,260.4333,315.62,13993.23,57.38,1.2119
22/02/2021,102.713,159.037,238.1667,316.87,13950.04,57.345,1.2157
23/02/2021,103.006,159.725,232.9467,319.21,13864.81,57.31,1.215
24/02/2021,104.191,157.977,247.34,330.64,13976,57.24,1.2166
25/02/2021,100.798,152.858,227.4067,327.76,13879.33,56.775,1.2175
26/02/2021,101.096,154.647,225.1667,319.48,13786.29,57.17,1.2075
01/03/2021,103.483,157.307,239.4767,329.92,14012.82,57.37,1.2049
02/03/2021,103.224,154.727,228.8133,330.94,14039.8,57.37,1.2091
03/03/2021,100.571,150.25,217.7333,334.43,14080.03,57.19,1.2063
04/03/2021,101.697,148.879,207.1467,329.29,14056.34,57.11,1.1969
05/03/2021,104.854,150.023,199.3167,327.37,13920.69,57.16,1.1915
08/03/2021,100.375,147.598,187.6667,334.19,14380.91,57.06,1.1847
09/03/2021,102.018,153.142,224.5267,330.59,14437.94,57.23,1.1901
10/03/2021,101.81,152.882,222.6867,342.02,14540.25,57.27,1.1929
11/03/2021,105.027,155.68,233.2,342.1,14569.39,57.35,1.1986
12/03/2021,102.5,154.474,231.2433,348.81,14502.39,57.125,1.1953
15/03/2021,102.722,154.084,235.98,346.05,14461.42,57.27,1.1929
16/03/2021,104.194,154.593,225.6267,341.71,14557.58,57.21,1.1903
17/03/2021,104.111,156.787,233.9367,344.95,14596.61,57.1,1.1979
18/03/2021,101.067,151.4,217.72,348,14775.52,56.98,1.1915
19/03/2021,101.348,153.748,218.29,344.2,14621,57.08,1.1904
22/03/2021,101.535,155.544,223.3333,339.33,14657.21,57.13,1.1933
23/03/2021,102.066,156.875,220.72,331.77,14662.02,57.28,1.1849
24/03/2021,101.627,154.354,210.09,328.65,14610.39,57.36,1.1813
25/03/2021,101.623,152.313,213.4633,330.55,14621.36,57.4,1.1764
26/03/2021,101.237,152.602,206.2367,327.39,14748.94,57.29,1.1794
29/03/2021,102.29,153.787,203.7633,325.73,14817.72,57.16,1.1765
30/03/2021,102.324,152.765,211.8733,332.01,15008.61,57.11,1.1717
31/03/2021,103.126,154.704,222.6433,327,15008.34,57.12,1.173
01/04/2021,106.489,158.05,220.5833,327.64,15107.17,57.15,1.1777
02/04/2021,106.489,158.05,220.5833,327.64,15107.17,57.15,1.1759
05/04/2021,110.948,161.337,230.35,323.54,15107.17,57.08,1.1813
06/04/2021,110.463,161.191,230.54,327.06,15212.68,57.22,1.1876
07/04/2021,111.952,163.969,223.6567,326.55,15176.36,57.21,1.1868
08/04/2021,112.521,164.965,227.9333,331.14,15202.68,57.275,1.1914
09/04/2021,113.534,168.61,225.6733,330.81,15234.16,57.17,1.1899
12/04/2021,112.231,168.969,233.9933,331.84,15215,57.13,1.1911
13/04/2021,112.721,170,254.1067,327.68,15234.36,57.19,1.1948
14/04/2021,112.095,166.65,244.0767,335.35,15209.15,57.11,1.198
15/04/2021,114.263,168.955,246.2833,338.55,15255.33,57.24,1.1967
16/04/2021,114.138,169.972,246.5933,342.31,15459.75,57.15,1.1983
19/04/2021,114.488,168.601,238.21,343.09,15368.39,57.07,1.2037
20/04/2021,113.951,166.735,239.6633,331.88,15129.51,57.17,1.2036
21/04/2021,113.917,168.101,248.04,335.27,15195.97,57.225,1.2035
22/04/2021,112.626,165.452,239.8967,330.85,15320.52,57.24,1.2015
23/04/2021,114.997,167.044,243.1333,339.35,15279.62,57.18,1.2097
26/04/2021,115.497,170.45,246.0667,343.52,15296.34,57.155,1.2086
27/04/2021,114.549,170.872,234.9133,346.63,15249.27,57.08,1.2091
28/04/2021,117.952,172.925,231.4667,348.11,15292.18,57.09,1.2126
29/04/2021,119.638,173.566,225.6667,352.97,15154.2,56.93,1.2121
30/04/2021,117.675,173.371,236.48,348.45,15135.91,56.97,1.202
03/05/2021,117.154,169.325,228.3,350.16,15236.47,56.91,1.2064
04/05/2021,115.342,165.594,224.5333,349.84,14856.48,56.995,1.2014
05/05/2021,115.739,163.527,223.6467,357.62,15170.78,57,1.2005
06/05/2021,116.867,165.319,221.18,365.97,15196.74,56.99,1.2065
07/05/2021,117.596,164.581,224.1233,370.89,15399.65,56.92,1.2166
10/05/2021,114.588,159.525,209.68,368.68,15400.41,56.91,1.2129
11/05/2021,113.503,161.195,205.7333,359.92,15119.75,56.78,1.2148
12/05/2021,110.013,157.597,196.63,354.4,15150.22,56.62,1.2072
13/05/2021,111.452,158.074,190.5633,358.81,15199.68,56.64,1.2081
14/05/2021,113.919,161.145,196.58,368.77,15416.64,56.71,1.2141
17/05/2021,114.446,163.52,192.2767,369.25,15396.62,56.63,1.2152
18/05/2021,113.124,161.614,192.6233,364.56,15386.58,56.63,1.2222
19/05/2021,113.575,161.59,187.82,358.38,15113.56,56.57,1.2175
20/05/2021,115.348,162.384,195.5933,359.78,15370.26,56.67,1.2228
21/05/2021,114.707,160.154,193.6267,366.26,15437.51,56.73,1.2182
24/05/2021,118.052,162.249,202.1467,368.29,15437.51,56.76,1.2216
25/05/2021,118.143,162.953,201.5633,364.51,15465.09,56.91,1.225
26/05/2021,119.016,163.258,206.3767,367.4,15450.72,57.025,1.2192
27/05/2021,118.134,161.506,210.2833,371.37,15406.73,56.89,1.2195
28/05/2021,117.843,161.154,208.4067,372.02,15519.98,56.93,1.2192
31/05/2021,117.843,161.154,208.4067,372.02,15421.13,56.93,1.2227
01/06/2021,119.059,160.933,207.9667,382.44,15567.36,56.88,1.2213
02/06/2021,118.53,161.7,201.7067,383.44,15602.71,56.94,1.2211
03/06/2021,117.379,159.351,190.9467,388.72,15632.67,56.85,1.2127
04/06/2021,119.679,160.311,199.6833,391.45,15692.9,56.99,1.2167
07/06/2021,120.115,159.901,201.71,388.16,15677.15,56.94,1.219
08/06/2021,119.922,163.206,201.1967,384.7,15640.6,57.02,1.2173
09/06/2021,120.397,164.058,199.5933,382.78,15581.14,57.13,1.218
10/06/2021,121.757,167.483,203.3733,373.94,15571.22,57.18,1.217
11/06/2021,121.51,167.342,203.2967,378.05,15693.27,57.29,1.2109
14/06/2021,122.446,169.194,205.8967,372.92,15673.64,57.16,1.212
15/06/2021,121.42,169.157,199.7867,371.3,15729.52,57.09,1.2126
16/06/2021,120.773,170.763,201.6233,371,15710.57,57,1.1995
17/06/2021,121.744,174.462,205.5333,361.5,15727.67,57.06,1.1907
18/06/2021,120.111,174.345,207.77,348.83,15448.04,57.08,1.1864
21/06/2021,121.813,172.698,206.9433,357.54,15603.24,57.04,1.1919
22/06/2021,122.331,175.272,207.9033,357.53,15636.33,57.05,1.194
23/06/2021,122.127,175.191,218.8567,361.05,15456.39,57.01,1.1926
24/06/2021,122.5,172.454,226.6067,368.75,15589.23,57.04,1.1932
25/06/2021,122.509,170.073,223.9567,368.77,15607.97,56.95,1.1935
28/06/2021,122.536,172.195,229.5733,368.71,15554.18,57.07,1.1925
29/06/2021,122.273,172.407,226.92,372.62,15690.59,57.015,1.1897
30/06/2021,122.09,172.008,226.5667,379.53,15531.04,57.1,1.1858
01/07/2021,122.444,171.648,225.9733,374.99,15603.81,57.1,1.185
02/07/2021,125.258,175.549,226.3,374.16,15650.09,57.21,1.1865
05/07/2021,125.258,175.549,226.3,374.16,15661.97,57.21,1.1864
06/07/2021,126.19,183.787,219.86,369.86,15511.38,57.33,1.1824
07/07/2021,126.474,184.829,214.8833,367.67,15692.71,57.44,1.179
08/07/2021,125.044,186.57,217.6033,358.94,15420.64,57.43,1.1845
09/07/2021,125.518,185.967,218.9833,371.76,15687.93,57.32,1.1876
12/07/2021,126.976,185.928,228.5667,380.5,15790.51,57.4,1.1861
13/07/2021,127.342,183.868,222.8467,375.98,15789.64,57.35,1.1776
14/07/2021,128.237,184.084,217.7933,374.4,15788.98,57.45,1.1837
15/07/2021,127.005,181.56,216.8667,373.35,15629.66,57.55,1.1812
16/07/2021,126.97,178.682,214.74,364.8,15540.31,57.62,1.1806
19/07/2021,124.578,177.48,215.4067,354.72,15133.2,57.76,1.18
20/07/2021,126.21,178.66,220.1667,364.76,15216.27,57.76,1.1781
21/07/2021,127.549,179.26,218.43,373.5,15422.5,57.71,1.1794
22/07/2021,128.421,181.902,216.42,372.71,15514.54,57.77,1.1771
23/07/2021,133.015,182.832,214.46,374.05,15669.29,57.81,1.1771
26/07/2021,134.035,184.991,219.2067,375.9,15618.98,57.76,1.1803
27/07/2021,131.9,181.32,214.9267,374.84,15519.13,57.84,1.1817
28/07/2021,136.094,181.516,215.66,374.23,15570.36,57.86,1.1845
29/07/2021,135.778,179.996,225.7833,377.55,15640.47,57.85,1.1887
30/07/2021,134.727,166.38,229.0667,374.88,15544.39,57.91,1.187
02/08/2021,134.855,166.574,236.5567,378.19,15568.73,57.94,1.187
03/08/2021,135.63,168.312,236.58,380.36,15555.08,58,1.1864
04/08/2021,135.126,167.736,236.9733,377.86,15692.13,58.03,1.1837
05/08/2021,136.252,168.8,238.21,384.3,15744.67,58.06,1.1834
06/08/2021,135.739,167.247,233.0333,397.89,15761.45,57.86,1.1762
09/08/2021,136.913,167.094,237.92,399.88,15745.41,57.88,1.1737
10/08/2021,136.807,166.034,236.6633,407.97,15770.71,57.89,1.172
11/08/2021,136.279,164.606,235.94,413.89,15826.09,57.9,1.1739
12/08/2021,137.194,165.175,240.75,415,15937.51,57.91,1.173
13/08/2021,137.728,164.699,239.0567,410.78,15977.44,57.94,1.1797
16/08/2021,138.31,164.95,228.7233,408.35,15925.73,57.94,1.1778
17/08/2021,136.662,162.098,221.9033,404.97,15921.95,57.96,1.171
18/08/2021,135.449,160.061,229.6633,398.8,15965.97,57.95,1.1711
19/08/2021,135.68,159.388,224.49,393.57,15765.81,58.02,1.1675
20/08/2021,137.43,159.998,226.7533,395.87,15808.04,58,1.1698
23/08/2021,140.041,163.294,235.4333,401.45,15852.79,57.94,1.1745
24/08/2021,141.262,165.289,236.1633,408.56,15905.85,57.95,1.1756
25/08/2021,142.079,164.959,237.0667,413.12,15860.66,57.72,1.1772
26/08/2021,141.441,165.8,233.72,412.41,15793.62,57.74,1.1752
27/08/2021,144.004,167.482,237.3067,419.69,15851.75,57.82,1.1795
30/08/2021,144.591,171.079,243.6367,413.6,15887.31,57.88,1.1797
31/08/2021,144.698,173.54,245.24,413.51,15835.09,57.62,1.1809
01/09/2021,145.216,173.95,244.6967,413.66,15824.29,57.6,1.1839
02/09/2021,143.287,173.156,244.13,414.5,15840.59,57.72,1.1875
03/09/2021,143.74,173.903,244.5233,411.31,15781.2,57.61,1.188
06/09/2021,143.74,173.903,244.5233,411.31,15932.12,57.61,1.187
07/09/2021,144.281,175.465,250.9733,410.32,15843.09,57.43,1.184
08/09/2021,143.691,176.275,251.29,405,15610.28,57.49,1.1816
09/09/2021,143.541,174.208,251.62,404.58,15623.15,57.66,1.1825
10/09/2021,140.876,173.458,245.4233,403.48,15609.81,57.52,1.1814
13/09/2021,142.333,172.859,247.6667,409.26,15701.42,57.54,1.1811
14/09/2021,142.545,172.5,248.1633,403.69,15722.99,57.61,1.1803
15/09/2021,144.43,173.79,251.9433,401.95,15616,57.49,1.1817
16/09/2021,143.61,174.412,252.33,396.68,15651.75,57.4,1.1767
17/09/2021,140.8,173.126,253.1633,391.46,15490.17,57.34,1.1725
20/09/2021,138.719,167.787,243.39,378.13,15132.06,57.5,1.1726
21/09/2021,139.033,167.182,246.46,375.84,15348.53,57.47,1.1726
22/09/2021,140.284,169.003,250.6467,385.47,15506.74,57.51,1.1687
23/09/2021,141.216,170.8,251.2133,391.86,15643.97,57.28,1.1739
24/09/2021,142.215,171.276,258.13,390.85,15531.75,57.14,1.172
27/09/2021,141.072,170.29,263.7867,399.81,15573.88,57.11,1.1695
28/09/2021,135.83,165.798,259.1867,389.5,15248.56,56.99,1.1683
29/09/2021,134.354,165.056,260.4367,384.89,15365.27,57.03,1.1598
30/09/2021,133.676,164.252,258.4933,378.03,15260.69,56.96,1.158
01/10/2021,136.543,164.163,258.4067,380,15156.44,57.02,1.1596
04/10/2021,133.66,159.489,260.51,374.15,15036.55,56.95,1.1621
05/10/2021,136.023,161.05,260.1967,385.81,15194.49,56.77,1.1598
06/10/2021,137.565,163.101,260.9167,388.05,14973.33,56.85,1.1556
07/10/2021,139.225,165.122,264.5367,390.62,15250.86,56.75,1.1552
08/10/2021,139.786,164.431,261.83,392.81,15206.13,56.66,1.1569
11/10/2021,138.914,162.315,263.98,385.24,15199.14,56.59,1.1552
12/10/2021,136.449,162.367,268.5733,386.53,15146.87,56.57,1.153
13/10/2021,137.582,164.214,270.36,386.31,15249.38,56.78,1.1594
14/10/2021,141.151,164.993,272.7733,391.2,15462.72,56.96,1.1597
15/10/2021,141.368,170.451,281.01,406.07,15587.36,56.84,1.1601
18/10/2021,142.778,172.337,290.0367,413.69,15474.47,56.69,1.161
19/10/2021,143.237,172.208,288.09,412.16,15515.83,56.64,1.1633
20/10/2021,141.769,170.753,288.6,407.89,15522.92,56.63,1.1651
21/10/2021,141.886,171.751,298,407.59,15472.56,56.54,1.1623
22/10/2021,137.567,166.778,303.2267,414.32,15542.98,56.66,1.1643
25/10/2021,137.447,166.019,341.62,414.75,15599.23,56.685,1.1608
26/10/2021,139.309,168.804,339.4767,417.61,15757.06,56.72,1.1596
27/10/2021,146.218,169.624,345.9533,410.99,15705.81,56.98,1.1603
